"sr_num","service_type","days_to_service"
"171473",Tree Removal,51
"219671",Tree Removal,51
"170878",Tree Removal,51
"219667",Tree Stump Grinding,116
"219666",Tree Trim,75
"219641",Tree Trim,75
"219637",Tree Code Violation,52
"170860",Tree Removal,51
"219632",Tree Trim,75
"170588",Tree Trim,75
"219629",Tree Removal,51
"219630",Tree Removal,51
"219608",Tree Trim,75
"219602",Tree Removal,51
"219568",Tree Removal,51
"171131",Tree Trim,75
"219551",Tree Removal,51
"219543",Tree Stump Grinding,116
"219514",Tree Code Violation,52
"219531",Tree Trim,75
"219519",Tree Trim,75
"219493",Tree Stump Grinding,116
"219520",Tree Trim,75
"219512",Tree Trim,75
"219515",Tree Removal,51
"170535",Tree Trim,75
"219504",Tree Trim,75
"171509",Tree Trim,75
"219497",Tree Removal,51
"219494",Tree Removal,51
"219480",Tree Trim,75
"219461",Tree Trim,75
"219474",Tree Removal,51
"219468",Tree Removal,51
"219447",Tree Removal,51
"219465",Tree Removal,51
"219464",Tree Planting,25
"219462",Tree Code Violation,52
"171544",Tree Trim,75
"170941",Tree Removal,51
"219430",Tree Trim,75
"219421",Tree Trim,75
"170893",Tree Removal,51
"219370",Tree Removal,51
"219401",Tree Removal,51
"219399",Tree Trim,75
"219398",Tree Removal,51
"219397",Tree Trim,75
"219396",Tree Removal,51
"219410",Tree Removal,51
"219392",Tree Trim,75
"219388",Tree Removal,51
"219386",Tree Trim,75
"219409",Tree Trim,75
"219380",Tree Trim,76
"219369",Tree Trim,75
"219359",Tree Trim,75
"219353",Tree Removal,51
"219352",Tree Stump Grinding,116
"219351",Tree Trim,75
"219349",Tree Removal,51
"219327",Tree Stump Grinding,116
"219330",Tree Trim,75
"219346",Tree Trim,75
"219333",Tree Removal,51
"219340",Tree Trim,75
"170904",Tree Trim,75
"219339",Tree Trim,75
"219328",Tree Stump Grinding,116
"219336",Tree Trim,75
"171173",Tree Trim,75
"219334",Tree Removal,51
"219324",Tree Removal,51
"219323",Tree Removal,51
"219322",Tree Removal,51
"171461",Tree Trim,75
"219313",Tree Trim,75
"219279",Tree Stump Grinding,116
"219308",Tree Code Violation,52
"219302",Tree Removal,51
"219297",Tree Removal,51
"219289",Tree Removal,51
"219285",Tree Removal,51
"219280",Tree Trim,75
"219264",Tree Trim,76
"219265",Tree Trim,76
"219261",Tree Removal,51
"219259",Tree Removal,51
"219256",Tree Removal,51
"219215",Tree Code Violation,52
"219253",Tree Removal,53
"219250",Tree Trim,75
"219249",Tree Removal,51
"219244",Tree Trim,75
"219245",Tree Removal,51
"170835",Tree Trim,75
"219240",Tree Trim,75
"219237",Tree Trim,75
"219231",Tree Removal,51
"219220",Tree Removal,51
"170705",Tree Trim,75
"219214",Tree Trim,75
"219213",Tree Stump Grinding,116
"219212",Tree Trim,75
"219203",Tree Trim,75
"219157",Tree Removal,51
"219193",Tree Trim,75
"219191",Tree Trim,75
"219140",Tree Removal,52
"219144",Tree Removal,51
"219150",Tree Removal,51
"219173",Tree Trim,75
"219158",Tree Trim,75
"219148",Tree Trim,75
"219142",Tree Removal,51
"219139",Tree Removal,51
"219118",Tree Trim,75
"219125",Tree Removal,51
"219123",Tree Removal,51
"219052",Tree Stump Grinding,116
"219121",Tree Trim,75
"219073",Tree Removal,51
"219069",Tree Trim,75
"219105",Tree Removal,51
"219108",Tree Stump Grinding,116
"219091",Tree Removal,51
"219085",Tree Trim,75
"219066",Tree Trim,75
"219044",Tree Removal,51
"219040",Tree Removal,51
"219025",Tree Stump Grinding,116
"219026",Tree Trim,75
"219041",Tree Code Violation,53
"219028",Tree Removal,51
"219013",Tree Trim,75
"219004",Tree Removal,51
"218999",Tree Trim,75
"218997",Tree Trim,75
"218991",Tree Trim,75
"171403",Tree Trim,75
"218990",Tree Removal,51
"218955",Tree Removal,51
"218988",Tree Trim,75
"218983",Tree Trim,75
"218980",Tree Trim,75
"218979",Tree Trim,75
"218961",Tree Removal,51
"218969",Tree Removal,51
"218975",Tree Removal,51
"218966",Tree Trim,75
"170903",Tree Trim,75
"171519",Tree Trim,75
"218949",Tree Trim,75
"218911",Tree Stump Grinding,116
"218910",Tree Trim,75
"218937",Tree Trim,75
"218923",Tree Removal,51
"218904",Tree Removal,51
"218918",Tree Removal,51
"218916",Tree Removal,51
"218915",Tree Removal,51
"218913",Tree Removal,51
"218909",Tree Removal,51
"171558",Tree Removal,51
"218906",Tree Stump Grinding,116
"218905",Tree Removal,51
"218896",Tree Removal,51
"218894",Tree Removal,51
"218892",Tree Removal,51
"218882",Tree Trim,75
"218879",Tree Trim,75
"218877",Tree Stump Grinding,116
"218853",Tree Removal,51
"218872",Tree Removal,51
"218856",Tree Removal,51
"218863",Tree Removal,51
"171426",Tree Trim,75
"170854",Tree Trim,75
"218840",Tree Stump Grinding,116
"218855",Tree Trim,75
"218851",Tree Stump Grinding,116
"218850",Tree Removal,51
"218862",Tree Removal,51
"218838",Tree Removal,51
"171045",Tree Trim,75
"218789",Tree Removal,51
"218828",Tree Removal,51
"218798",Tree Removal,51
"218799",Tree Removal,51
"218818",Tree Removal,51
"218803",Tree Trim,75
"218801",Tree Removal,51
"218791",Tree Removal,51
"218787",Tree Planting,25
"171572",Tree Removal,51
"171346",Tree Trim,75
"218768",Tree Trim,75
"218717",Tree Removal,51
"218767",Tree Trim,75
"218760",Tree Removal,51
"218703",Tree Stump Grinding,116
"218753",Tree Removal,51
"218729",Tree Trim,75
"218751",Tree Trim,75
"218728",Tree Removal,51
"218722",Tree Removal,51
"171305",Tree Trim,75
"218719",Tree Removal,51
"218720",Tree Trim,75
"218565",Tree Removal,51
"218663",Tree Stump Grinding,116
"218645",Tree Removal,51
"218644",Tree Trim,75
"218634",Tree Trim,75
"170743",Tree Trim,75
"218623",Tree Removal,51
"218624",Tree Removal,51
"218620",Tree Trim,75
"218600",Tree Removal,51
"218589",Tree Trim,75
"218563",Tree Trim,75
"218524",Tree Removal,51
"218520",Tree Trim,75
"218518",Tree Removal,51
"218510",Tree Removal,51
"218509",Tree Trim,75
"218508",Tree Trim,75
"218506",Tree Trim,75
"218505",Tree Trim,75
"218492",Tree Removal,51
"218479",Tree Trim,75
"171568",Tree Trim,75
"218471",Tree Removal,51
"171430",Tree Trim,75
"218467",Tree Trim,75
"218443",Tree Stump Grinding,116
"218457",Tree Removal,51
"218454",Tree Trim,75
"218463",Tree Trim,75
"218449",Tree Trim,75
"218448",Tree Trim,75
"218436",Tree Trim,75
"218435",Tree Trim,75
"171343",Tree Trim,75
"218433",Tree Trim,75
"218431",Tree Trim,75
"218429",Tree Trim,75
"171594",Tree Trim,75
"218442",Tree Trim,76
"170947",Tree Removal,51
"218421",Tree Removal,51
"218419",Tree Code Violation,52
"218418",Tree Code Violation,52
"218340",Tree Removal,51
"218345",Tree Trim,75
"218356",Tree Trim,75
"218395",Tree Removal,51
"218332",Tree Removal,51
"218384",Tree Trim,75
"170949",Tree Removal,51
"170987",Tree Removal,51
"171584",Tree Trim,75
"170948",Tree Removal,51
"218378",Tree Removal,51
"170640",Tree Trim,75
"218319",Tree Removal,51
"218308",Tree Removal,51
"218269",Tree Removal,51
"218304",Tree Removal,51
"218301",Tree Removal,51
"218267",Tree Trim,75
"218266",Tree Removal,52
"218264",Tree Trim,75
"218224",Tree Trim,75
"218191",Tree Trim,75
"218214",Tree Removal,51
"218215",Tree Stump Grinding,116
"218220",Tree Trim,75
"218202",Tree Removal,51
"218188",Tree Trim,75
"170827",Tree Removal,51
"218168",Tree Removal,51
"218163",Tree Removal,51
"218162",Tree Removal,51
"218159",Tree Code Violation,52
"170629",Tree Trim,75
"218153",Tree Trim,75
"218152",Tree Removal,51
"218149",Tree Removal,51
"218112",Tree Removal,51
"218105",Tree Trim,75
"218146",Tree Removal,51
"218139",Tree Removal,51
"218137",Tree Removal,51
"218136",Tree Removal,51
"218127",Tree Removal,51
"218124",Tree Removal,51
"218114",Tree Removal,51
"218113",Tree Removal,51
"171603",Tree Trim,75
"218092",Tree Trim,75
"218056",Tree Stump Grinding,116
"170611",Tree Trim,75
"218089",Tree Trim,75
"218094",Tree Removal,51
"218095",Tree Removal,51
"218091",Tree Trim,75
"218088",Tree Trim,75
"218081",Tree Removal,51
"218076",Tree Removal,51
"218070",Tree Removal,51
"218053",Tree Removal,51
"218033",Tree Removal,51
"218048",Tree Trim,75
"218040",Tree Removal,51
"170956",Tree Removal,51
"218038",Tree Trim,75
"218037",Tree Trim,75
,Tree Removal,51
"170606",Tree Trim,75
"171590",Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
"218035",Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Stump Grinding,116
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Stump Grinding,116
,Tree Removal,51
,Tree Removal,51
"171602",Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
"170802",Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
"170868",Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
"170909",Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,74
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
"171621",Tree Removal,51
,Tree Stump Grinding,116
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
"170800",Tree Stump Grinding,116
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
"170917",Tree Trim,75
,Tree Trim,75
,Tree Trim,75
"171637",Tree Removal,51
,Tree Code Violation,52
,Tree Trim,75
,Tree Trim,75
"170865",Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Planting,25
,Tree Planting,25
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
"171300",Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Planting,25
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,74
,Tree Removal,51
,Tree Trim,75
,Tree Planting,25
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
"171080",Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
"171563",Tree Trim,75
"170828",Tree Trim,75
"170556",Tree Removal,51
,Tree Trim,75
,Tree Removal,51
"171175",Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Code Violation,52
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
"171208",Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Stump Grinding,116
,Tree Trim,75
,Tree Code Violation,52
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,76
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
"171234",Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Code Violation,52
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Code Violation,52
,Tree Code Violation,52
,Tree Trim,75
,Tree Stump Grinding,116
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
"171611",Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Code Violation,52
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
"170943",Tree Trim,75
"171051",Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Code Violation,52
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Stump Grinding,116
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
"171617",Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
"170777",Tree Trim,75
"171178",Tree Removal,51
"171130",Tree Removal,51
"171631",Tree Removal,51
"171657",Tree Trim,75
"171653",Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
"170210",Tree Removal,51
,Tree Removal,51
,Tree Code Violation,52
,Tree Removal,51
,Tree Stump Grinding,116
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Code Violation,52
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
"171238",Tree Removal,51
"171280",Tree Trim,75
"171028",Tree Removal,51
"171419",Tree Removal,51
"171036",Tree Trim,75
"171715",Tree Removal,51
"171725",Tree Removal,51
"171709",Tree Removal,51
"171736",Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Stump Grinding,116
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
"171730",Tree Removal,51
"171723",Tree Removal,51
"171716",Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Stump Grinding,116
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,56
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,76
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Stump Grinding,116
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
"171722",Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Trim,75
,Tree Code Violation,52
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Removal,51
"171711",Tree Removal,51
"171748",Tree Removal,51
"171705",Tree Trim,75
,Tree Removal,51
,Tree Removal,51
,Tree Trim,75
,Tree Removal,51
,Tree Trim,75
,Tree Trim,75
,Tree Removal,51
